"Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Date,Sales,Payment,cogs,Rating"
"426-39-2418,Ikoyi,Lagos,Normal,Male,Electronic accessories,61.41,7,21.4935,24/03/01,451.3635,Cash,429.87,9.8"
"875-46-5808, Ugbowo,Benin,Member,Male,Health and beauty,25.9,10,12.95,24/01/25,271.95,Ewallet,259,8.7"
"394-43-4238, Ugbowo,Benin,Member,Male,Home and lifestyle,17.77,5,4.4425,24/01/17,93.2925,Credit card,88.85,5.4"
"749-24-1565,Trans Amadi,Portharcourt,Normal,Female,Health and beauty,23.03,9,10.3635,24/01/23,217.6335,Ewallet,207.27,7.9"
"672-51-8681,Ikoyi,Lagos,Member,Female,Electronic accessories,66.65,9,29.9925,24/03/06,629.8425,Credit card,599.85,9.7"
"263-87-5680,Ikoyi,Lagos,Member,Female,Home and lifestyle,28.53,10,14.265,24/01/28,299.565,Ewallet,285.3,7.8"
"573-58-9734, Ugbowo,Benin,Normal,Female,Fashion accessories,30.37,3,4.5555,24/01/30,95.6655,Ewallet,91.11,5.1"
"817-69-8206, Ugbowo,Benin,Normal,Female,Electronic accessories,99.73,9,44.8785,24/04/08,942.4485,Credit card,897.57,6.5"
"888-02-0338,Trans Amadi,Portharcourt,Normal,Male,Electronic accessories,26.23,9,11.8035,24/01/26,247.8735,Ewallet,236.07,5.9"
"677-11-0152,Ikoyi,Lagos,Normal,Female,Food and beverages,93.26,9,41.967,24/04/02,881.307,Cash,839.34,8.8"
"142-63-6033, Ugbowo,Benin,Normal,Male,Home and lifestyle,92.36,5,23.09,24/04/01,484.89,Ewallet,461.8,4.9"
"656-16-1063, Ugbowo,Benin,Normal,Male,Sports and travel,46.42,3,6.963,24/02/15,146.223,Credit card,139.26,4.4"
"891-58-8335, Ugbowo,Benin,Member,Female,Sports and travel,29.61,7,10.3635,24/01/29,217.6335,Cash,207.27,6.5"
"802-43-8934,Trans Amadi,Portharcourt,Normal,Male,Home and lifestyle,18.28,1,0.914,24/01/18,19.194,Credit card,18.28,8.3"
"560-30-5617, Ugbowo,Benin,Normal,Female,Sports and travel,24.77,5,6.1925,24/01/24,130.0425,Cash,123.85,8.5"
"319-74-2561,Trans Amadi,Portharcourt,Member,Female,Electronic accessories,94.64,3,14.196,24/04/03,298.116,Cash,283.92,5.5"
"549-03-9315, Ugbowo,Benin,Normal,Male,Fashion accessories,94.87,8,37.948,24/04/03,796.908,Ewallet,758.96,8.7"
"790-29-1172, Ugbowo,Benin,Normal,Female,Food and beverages,57.34,3,8.601,24/02/26,180.621,Credit card,172.02,7.9"
"239-36-3640, Ugbowo,Benin,Normal,Male,Electronic accessories,45.35,6,13.605,24/02/14,285.705,Ewallet,272.1,6.1"
"468-01-2051, Ugbowo,Benin,Normal,Male,Food and beverages,62.08,7,21.728,24/03/02,456.288,Ewallet,434.56,5.4"
"389-25-3394,Ikoyi,Lagos,Normal,Male,Electronic accessories,11.81,5,2.9525,24/01/11,62.0025,Cash,59.05,9.4"
"279-62-1445,Ikoyi,Lagos,Member,Female,Fashion accessories,12.54,1,0.627,24/01/12,13.167,Cash,12.54,8.2"
"213-72-6612,Trans Amadi,Portharcourt,Normal,Male,Food and beverages,43.25,2,4.325,24/02/12,90.825,Cash,86.5,6.2"
"746-68-6593,Ikoyi,Lagos,Member,Female,Sports and travel,87.16,2,8.716,24/03/27,183.036,Credit card,174.32,9.7"
"836-82-5858, Ugbowo,Benin,Member,Male,Health and beauty,69.37,9,31.2165,24/03/09,655.5465,Ewallet,624.33,4"
"583-72-1480,Ikoyi,Lagos,Member,Male,Electronic accessories,37.06,4,7.412,24/02/06,155.652,Ewallet,148.24,9.7"
"466-61-5506, Ugbowo,Benin,Member,Female,Electronic accessories,90.7,6,27.21,24/03/30,571.41,Cash,544.2,5.3"
"721-86-6247,Trans Amadi,Portharcourt,Normal,Female,Home and lifestyle,63.42,8,25.368,24/03/03,532.728,Ewallet,507.36,7.4"
"289-65-5721, Ugbowo,Benin,Normal,Female,Fashion accessories,81.37,2,8.137,24/03/21,170.877,Cash,162.74,6.5"
"545-46-3100, Ugbowo,Benin,Member,Female,Electronic accessories,10.59,3,1.5885,24/01/10,33.3585,Credit card,31.77,8.7"
"418-02-5978, Ugbowo,Benin,Normal,Female,Health and beauty,84.09,9,37.8405,24/03/24,794.6505,Cash,756.81,8"
"269-04-5750, Ugbowo,Benin,Member,Male,Fashion accessories,73.82,4,14.764,24/03/13,310.044,Cash,295.28,6.7"
"157-13-5295,Trans Amadi,Portharcourt,Member,Male,Health and beauty,51.94,10,25.97,24/02/20,545.37,Ewallet,519.4,6.5"
"645-78-8093,Trans Amadi,Portharcourt,Normal,Female,Sports and travel,93.14,2,9.314,24/04/02,195.594,Ewallet,186.28,4.1"
"211-30-9270,Ikoyi,Lagos,Normal,Male,Health and beauty,17.41,5,4.3525,24/01/17,91.4025,Credit card,87.05,4.9"
"755-12-3214,Ikoyi,Lagos,Member,Female,Fashion accessories,44.22,5,11.055,24/02/13,232.155,Credit card,221.1,8.6"
"346-84-3103, Ugbowo,Benin,Member,Female,Electronic accessories,13.22,5,3.305,24/01/13,69.405,Cash,66.1,4.3"
"478-06-7835,Trans Amadi,Portharcourt,Normal,Male,Fashion accessories,89.69,1,4.4845,24/03/29,94.1745,Ewallet,89.69,4.9"
"540-11-4336,Trans Amadi,Portharcourt,Normal,Male,Food and beverages,24.94,9,11.223,24/01/24,235.683,Credit card,224.46,5.6"
"448-81-5016,Trans Amadi,Portharcourt,Normal,Male,Health and beauty,59.77,2,5.977,24/02/28,125.517,Credit card,119.54,5.8"
"142-72-4741,Ikoyi,Lagos,Member,Male,Fashion accessories,93.2,2,9.32,24/04/02,195.72,Credit card,186.4,6"
"217-58-1179,Trans Amadi,Portharcourt,Member,Male,Home and lifestyle,62.65,4,12.53,24/03/02,263.13,Cash,250.6,4.2"
"376-02-8238, Ugbowo,Benin,Normal,Male,Home and lifestyle,93.87,8,37.548,24/04/02,788.508,Credit card,750.96,8.3"
"530-90-9855,Trans Amadi,Portharcourt,Member,Male,Home and lifestyle,47.59,8,19.036,24/02/16,399.756,Cash,380.72,5.7"
"866-05-7563, Ugbowo,Benin,Member,Female,Electronic accessories,81.4,3,12.21,24/03/21,256.41,Cash,244.2,4.8"
"604-70-6476,Trans Amadi,Portharcourt,Member,Male,Fashion accessories,17.94,5,4.485,24/01/17,94.185,Ewallet,89.7,6.8"
"799-71-1548,Trans Amadi,Portharcourt,Member,Male,Electronic accessories,77.72,4,15.544,24/03/17,326.424,Credit card,310.88,8.8"
"785-13-7708, Ugbowo,Benin,Normal,Male,Food and beverages,73.06,7,25.571,24/03/13,536.991,Credit card,511.42,4.2"
"845-51-0542, Ugbowo,Benin,Member,Male,Food and beverages,46.55,9,20.9475,24/02/15,439.8975,Ewallet,418.95,6.4"
"662-47-5456,Ikoyi,Lagos,Member,Male,Fashion accessories,35.19,10,17.595,24/02/04,369.495,Credit card,351.9,8.4"
"883-17-4236,Ikoyi,Lagos,Normal,Female,Sports and travel,14.39,2,1.439,24/01/14,30.219,Credit card,28.78,7.2"
"290-68-2984,Trans Amadi,Portharcourt,Normal,Male,Home and lifestyle,23.75,4,4.75,24/01/23,99.75,Cash,95,5.2"
"704-11-6354,Trans Amadi,Portharcourt,Member,Male,Home and lifestyle,58.9,8,23.56,24/02/27,494.76,Cash,471.2,8.9"
"110-48-7033, Ugbowo,Benin,Member,Male,Fashion accessories,32.62,4,6.524,24/02/01,137.004,Cash,130.48,9"
"366-93-0948,Trans Amadi,Portharcourt,Member,Male,Electronic accessories,66.35,1,3.3175,24/03/06,69.6675,Credit card,66.35,9.7"
"729-09-9681,Trans Amadi,Portharcourt,Member,Male,Home and lifestyle,25.91,6,7.773,24/01/25,163.233,Ewallet,155.46,8.7"
"151-16-1484,Trans Amadi,Portharcourt,Member,Male,Electronic accessories,32.25,4,6.45,24/02/01,135.45,Ewallet,129,6.5"
"380-94-4661,Ikoyi,Lagos,Member,Male,Electronic accessories,65.94,4,13.188,24/03/05,276.948,Credit card,263.76,6.9"
"850-41-9669,Trans Amadi,Portharcourt,Normal,Female,Electronic accessories,75.06,9,33.777,24/03/15,709.317,Ewallet,675.54,6.2"
"821-07-3596,Ikoyi,Lagos,Normal,Female,Fashion accessories,16.45,4,3.29,24/01/16,69.09,Ewallet,65.8,5.6"
"655-85-5130, Ugbowo,Benin,Member,Female,Fashion accessories,38.3,4,7.66,24/02/07,160.86,Cash,153.2,5.7"
"447-15-7839,Trans Amadi,Portharcourt,Member,Female,Sports and travel,22.24,10,11.12,24/01/22,233.52,Cash,222.4,4.2"
"154-74-7179, Ugbowo,Benin,Normal,Male,Sports and travel,54.45,1,2.7225,24/02/23,57.1725,Ewallet,54.45,7.9"
"253-12-6086,Trans Amadi,Portharcourt,Member,Female,Sports and travel,98.4,7,34.44,24/04/07,723.24,Credit card,688.8,8.7"
"808-65-0703,Ikoyi,Lagos,Normal,Male,Home and lifestyle,35.47,4,7.094,24/02/04,148.974,Credit card,141.88,6.9"
"571-94-0759, Ugbowo,Benin,Member,Female,Food and beverages,74.6,10,37.3,24/03/14,783.3,Cash,746,9.5"
"144-51-6085,Trans Amadi,Portharcourt,Member,Male,Home and lifestyle,70.74,4,14.148,24/03/10,297.108,Credit card,282.96,4.4"
"731-14-2199,Trans Amadi,Portharcourt,Member,Female,Home and lifestyle,35.54,10,17.77,24/02/04,373.17,Ewallet,355.4,7"
"783-09-1637, Ugbowo,Benin,Normal,Female,Sports and travel,67.43,5,16.8575,24/03/07,354.0075,Ewallet,337.15,6.3"
"687-15-1097,Ikoyi,Lagos,Member,Female,Health and beauty,21.12,2,2.112,24/01/21,44.352,Cash,42.24,9.7"
"126-54-1082,Trans Amadi,Portharcourt,Member,Female,Home and lifestyle,21.54,9,9.693,24/01/21,203.553,Credit card,193.86,8.8"
"633-91-1052,Trans Amadi,Portharcourt,Normal,Female,Home and lifestyle,12.03,2,1.203,24/01/12,25.263,Cash,24.06,5.1"
"477-24-6490, Ugbowo,Benin,Normal,Female,Health and beauty,99.71,6,29.913,24/04/08,628.173,Ewallet,598.26,7.9"
"566-19-5475, Ugbowo,Benin,Normal,Male,Fashion accessories,47.97,7,16.7895,24/02/16,352.5795,Cash,335.79,6.2"
"526-86-8552,Ikoyi,Lagos,Member,Female,Home and lifestyle,21.82,10,10.91,24/01/21,229.11,Cash,218.2,7.1"
"376-56-3573,Ikoyi,Lagos,Normal,Female,Fashion accessories,95.42,4,19.084,24/04/04,400.764,Ewallet,381.68,6.4"
"537-72-0426,Ikoyi,Lagos,Member,Male,Fashion accessories,70.99,10,35.495,24/03/10,745.395,Cash,709.9,5.7"
"828-61-5674,Trans Amadi,Portharcourt,Member,Male,Sports and travel,44.02,10,22.01,24/02/13,462.21,Credit card,440.2,9.6"
"136-08-6195,Trans Amadi,Portharcourt,Normal,Female,Home and lifestyle,69.96,8,27.984,24/03/09,587.664,Credit card,559.68,6.4"
"523-38-0215,Ikoyi,Lagos,Normal,Male,Home and lifestyle,37,1,1.85,24/02/06,38.85,Credit card,37,7.9"
"490-29-1201,Trans Amadi,Portharcourt,Normal,Female,Sports and travel,15.34,1,0.767,24/01/15,16.107,Cash,15.34,6.5"
"667-92-0055,Trans Amadi,Portharcourt,Member,Male,Health and beauty,99.83,6,29.949,24/04/08,628.929,Ewallet,598.98,8.5"
"565-17-3836,Trans Amadi,Portharcourt,Member,Female,Health and beauty,47.67,4,9.534,24/02/16,200.214,Cash,190.68,9.1"
"498-41-1961, Ugbowo,Benin,Normal,Male,Health and beauty,66.68,5,16.67,24/03/06,350.07,Cash,333.4,7.6"
"593-95-4461,Ikoyi,Lagos,Member,Male,Home and lifestyle,74.86,1,3.743,24/03/14,78.603,Cash,74.86,6.9"
"226-71-3580,Ikoyi,Lagos,Normal,Female,Sports and travel,23.75,9,10.6875,24/01/23,224.4375,Cash,213.75,9.5"
"283-79-9594, Ugbowo,Benin,Normal,Female,Food and beverages,48.51,7,16.9785,24/02/17,356.5485,Credit card,339.57,5.2"
"430-60-3493,Trans Amadi,Portharcourt,Member,Female,Home and lifestyle,94.88,7,33.208,24/04/03,697.368,Cash,664.16,4.2"
"139-20-0155, Ugbowo,Benin,Member,Male,Electronic accessories,40.3,10,20.15,24/02/09,423.15,Credit card,403,7"
"558-80-4082,Ikoyi,Lagos,Normal,Male,Electronic accessories,27.85,7,9.7475,24/01/27,204.6975,Ewallet,194.95,6"
"278-97-7759,Trans Amadi,Portharcourt,Member,Female,Electronic accessories,62.48,1,3.124,24/03/02,65.604,Cash,62.48,4.7"
"316-68-6352,Trans Amadi,Portharcourt,Member,Female,Food and beverages,36.36,2,3.636,24/02/05,76.356,Cash,72.72,7.1"
"585-03-5943, Ugbowo,Benin,Normal,Male,Health and beauty,18.11,10,9.055,24/01/18,190.155,Ewallet,181.1,5.9"
"211-05-0490,Ikoyi,Lagos,Member,Female,Electronic accessories,51.92,5,12.98,24/02/20,272.58,Cash,259.6,7.5"
"727-75-6477,Ikoyi,Lagos,Normal,Male,Electronic accessories,28.84,4,5.768,24/01/28,121.128,Cash,115.36,6.4"
"744-02-5987,Trans Amadi,Portharcourt,Member,Male,Home and lifestyle,78.38,6,23.514,24/03/18,493.794,Ewallet,470.28,5.8"
"307-83-9164,Trans Amadi,Portharcourt,Member,Male,Home and lifestyle,60.01,4,12.002,24/02/29,252.042,Cash,240.04,4.5"
"779-06-0012,Ikoyi,Lagos,Member,Female,Home and lifestyle,88.61,1,4.4305,24/03/28,93.0405,Cash,88.61,7.7"
"446-47-6729,Ikoyi,Lagos,Normal,Male,Fashion accessories,99.82,2,9.982,24/04/08,209.622,Credit card,199.64,6.7"
"573-10-3877, Ugbowo,Benin,Member,Male,Health and beauty,39.01,1,1.9505,24/02/08,40.9605,Credit card,39.01,4.7"
"735-06-4124,Ikoyi,Lagos,Normal,Male,Food and beverages,48.61,1,2.4305,24/02/17,51.0405,Cash,48.61,4.4"
"439-54-7422,Trans Amadi,Portharcourt,Normal,Female,Electronic accessories,51.19,4,10.238,24/02/20,214.998,Credit card,204.76,4.7"
"396-90-2219, Ugbowo,Benin,Normal,Female,Electronic accessories,14.96,8,5.984,24/01/14,125.664,Cash,119.68,8.6"
"411-77-0180,Trans Amadi,Portharcourt,Member,Male,Electronic accessories,72.2,7,25.27,24/03/12,530.67,Ewallet,505.4,4.3"
"286-01-5402,Trans Amadi,Portharcourt,Normal,Female,Sports and travel,40.23,7,14.0805,24/02/09,295.6905,Cash,281.61,9.6"
"803-17-8013,Trans Amadi,Portharcourt,Member,Female,Home and lifestyle,88.79,8,35.516,24/03/28,745.836,Cash,710.32,4.1"
"512-98-1403,Trans Amadi,Portharcourt,Member,Female,Electronic accessories,26.48,3,3.972,24/01/26,83.412,Ewallet,79.44,4.7"
"848-42-2560,Trans Amadi,Portharcourt,Normal,Female,Fashion accessories,81.91,2,8.191,24/03/21,172.011,Cash,163.82,7.8"
"532-59-7201, Ugbowo,Benin,Member,Male,Sports and travel,79.93,6,23.979,24/03/19,503.559,Cash,479.58,5.5"
"181-94-6432,Ikoyi,Lagos,Member,Male,Fashion accessories,69.33,2,6.933,24/03/09,145.593,Ewallet,138.66,9.7"
"870-76-1733,Trans Amadi,Portharcourt,Member,Female,Food and beverages,14.23,5,3.5575,24/01/14,74.7075,Credit card,71.15,4.4"
"423-64-4619,Trans Amadi,Portharcourt,Member,Female,Health and beauty,15.55,9,6.9975,24/01/15,146.9475,Cash,139.95,5"
"227-07-4446,Ikoyi,Lagos,Member,Female,Electronic accessories,78.13,10,39.065,24/03/18,820.365,Cash,781.3,4.4"
"174-36-3675,Ikoyi,Lagos,Member,Male,Food and beverages,99.37,2,9.937,24/04/08,208.677,Cash,198.74,5.2"
"428-83-5800,Ikoyi,Lagos,Member,Female,Food and beverages,21.08,3,3.162,24/01/21,66.402,Cash,63.24,7.3"
"603-07-0961,Ikoyi,Lagos,Member,Male,Electronic accessories,74.79,5,18.6975,24/03/14,392.6475,Cash,373.95,4.9"
"704-20-4138,Ikoyi,Lagos,Member,Female,Health and beauty,29.67,7,10.3845,24/01/29,218.0745,Credit card,207.69,8.1"
"787-15-1757,Ikoyi,Lagos,Member,Male,Health and beauty,44.07,4,8.814,24/02/13,185.094,Ewallet,176.28,8.4"
"649-11-3678,Ikoyi,Lagos,Normal,Female,Food and beverages,22.93,9,10.3185,24/01/22,216.6885,Cash,206.37,5.5"
"622-20-1945,Ikoyi,Lagos,Normal,Female,Health and beauty,39.42,1,1.971,24/02/08,41.391,Cash,39.42,8.4"
"372-94-8041,Trans Amadi,Portharcourt,Normal,Male,Health and beauty,15.26,6,4.578,24/01/15,96.138,Ewallet,91.56,9.8"
"563-91-7120,Trans Amadi,Portharcourt,Normal,Female,Fashion accessories,61.77,5,15.4425,24/03/01,324.2925,Cash,308.85,6.7"
"746-54-5508,Trans Amadi,Portharcourt,Normal,Male,Home and lifestyle,21.52,6,6.456,24/01/21,135.576,Credit card,129.12,9.4"
"276-54-0879, Ugbowo,Benin,Normal,Male,Sports and travel,97.74,4,19.548,24/04/06,410.508,Ewallet,390.96,6.4"
"815-11-1168,Trans Amadi,Portharcourt,Member,Male,Food and beverages,99.78,5,24.945,24/04/08,523.845,Cash,498.9,5.4"
"719-76-3868,Ikoyi,Lagos,Member,Male,Food and beverages,94.26,4,18.852,24/04/03,395.892,Cash,377.04,8.6"
"730-61-8757, Ugbowo,Benin,Member,Male,Health and beauty,51.13,4,10.226,24/02/20,214.746,Credit card,204.52,4"
"340-66-0321,Trans Amadi,Portharcourt,Member,Male,Electronic accessories,36.36,4,7.272,24/02/05,152.712,Cash,145.44,7.6"
"868-81-1752, Ugbowo,Benin,Normal,Male,Home and lifestyle,22.02,9,9.909,24/01/22,208.089,Cash,198.18,6.8"
"634-97-8956,Trans Amadi,Portharcourt,Normal,Male,Food and beverages,32.9,3,4.935,24/02/01,103.635,Credit card,98.7,9.1"
"566-71-1091,Trans Amadi,Portharcourt,Normal,Male,Fashion accessories,77.02,5,19.255,24/03/17,404.355,Cash,385.1,5.5"
"442-48-3607,Trans Amadi,Portharcourt,Member,Male,Food and beverages,23.48,2,2.348,24/01/23,49.308,Credit card,46.96,7.9"
"835-16-0096,Ikoyi,Lagos,Member,Male,Sports and travel,14.7,5,3.675,24/01/14,77.175,Ewallet,73.5,8.5"
"527-09-6272,Trans Amadi,Portharcourt,Member,Female,Electronic accessories,28.45,5,7.1125,24/01/28,149.3625,Credit card,142.25,9.1"
"898-04-2717,Trans Amadi,Portharcourt,Normal,Male,Fashion accessories,76.4,9,34.38,24/03/16,721.98,Ewallet,687.6,7.5"
"692-27-8933, Ugbowo,Benin,Normal,Female,Sports and travel,57.95,6,17.385,24/02/26,365.085,Cash,347.7,5.2"
"633-09-3463,Ikoyi,Lagos,Normal,Female,Electronic accessories,47.65,3,7.1475,24/02/16,150.0975,Credit card,142.95,9.5"
"374-17-3652, Ugbowo,Benin,Member,Female,Food and beverages,42.82,9,19.269,24/02/11,404.649,Credit card,385.38,8.9"
"378-07-7001, Ugbowo,Benin,Member,Male,Electronic accessories,48.09,3,7.2135,24/02/17,151.4835,Credit card,144.27,7.8"
"433-75-6987, Ugbowo,Benin,Member,Female,Health and beauty,55.97,7,19.5895,24/02/24,411.3795,Ewallet,391.79,8.9"
"873-95-4984, Ugbowo,Benin,Member,Female,Health and beauty,76.9,7,26.915,24/03/16,565.215,Cash,538.3,7.7"
"416-13-5917,Ikoyi,Lagos,Normal,Female,Food and beverages,97.03,5,24.2575,24/04/06,509.4075,Ewallet,485.15,9.3"
"150-89-8043,Trans Amadi,Portharcourt,Normal,Male,Sports and travel,44.65,3,6.6975,24/02/13,140.6475,Cash,133.95,6.2"
"135-84-8019,Trans Amadi,Portharcourt,Normal,Female,Fashion accessories,77.93,9,35.0685,24/03/17,736.4385,Ewallet,701.37,7.6"
"441-94-7118,Trans Amadi,Portharcourt,Member,Male,Electronic accessories,71.95,1,3.5975,24/03/11,75.5475,Cash,71.95,7.3"
"725-96-3778,Ikoyi,Lagos,Member,Female,Home and lifestyle,89.25,8,35.7,24/03/29,749.7,Cash,714,4.7"
"531-80-1784,Trans Amadi,Portharcourt,Normal,Male,Electronic accessories,26.02,7,9.107,24/01/26,191.247,Cash,182.14,5.1"
"400-45-1220, Ugbowo,Benin,Normal,Female,Health and beauty,13.5,10,6.75,24/01/13,141.75,Credit card,135,4.8"
"860-79-0874,Ikoyi,Lagos,Member,Female,Fashion accessories,99.3,10,49.65,24/04/08,1042.65,Credit card,993,6.6"
"834-61-8124,Trans Amadi,Portharcourt,Normal,Male,Electronic accessories,51.69,7,18.0915,24/02/20,379.9215,Cash,361.83,5.5"
"115-99-4379, Ugbowo,Benin,Member,Female,Fashion accessories,54.73,7,19.1555,24/02/23,402.2655,Credit card,383.11,8.5"
"565-67-6697, Ugbowo,Benin,Member,Male,Home and lifestyle,27,9,12.15,24/01/27,255.15,Cash,243,4.8"
"320-49-6392,Ikoyi,Lagos,Normal,Female,Electronic accessories,30.24,1,1.512,24/01/30,31.752,Cash,30.24,8.4"
"889-04-9723, Ugbowo,Benin,Member,Female,Food and beverages,89.14,4,17.828,24/03/29,374.388,Credit card,356.56,7.8"
"632-90-0281,Ikoyi,Lagos,Normal,Female,Fashion accessories,37.55,10,18.775,24/02/06,394.275,Credit card,375.5,9.3"
"554-42-2417,Ikoyi,Lagos,Normal,Female,Sports and travel,95.44,10,47.72,24/04/04,1002.12,Cash,954.4,5.2"
"453-63-6187, Ugbowo,Benin,Normal,Male,Electronic accessories,27.5,3,4.125,24/01/27,86.625,Ewallet,82.5,6.5"
"578-80-7669, Ugbowo,Benin,Normal,Male,Sports and travel,74.97,1,3.7485,24/03/14,78.7185,Cash,74.97,5.6"
"612-36-5536,Trans Amadi,Portharcourt,Member,Male,Food and beverages,80.96,8,32.384,24/03/20,680.064,Credit card,647.68,7.4"
"605-72-4132,Ikoyi,Lagos,Normal,Female,Food and beverages,94.47,8,37.788,24/04/03,793.548,Cash,755.76,9.1"
"471-41-2823,Ikoyi,Lagos,Normal,Male,Food and beverages,99.79,2,9.979,24/04/08,209.559,Ewallet,199.58,8"
"462-67-9126,Trans Amadi,Portharcourt,Normal,Male,Home and lifestyle,73.22,6,21.966,24/03/13,461.286,Cash,439.32,7.2"
"272-27-9238,Ikoyi,Lagos,Normal,Female,Food and beverages,41.24,4,8.248,24/02/10,173.208,Cash,164.96,7.1"
"834-25-9262,Ikoyi,Lagos,Normal,Female,Fashion accessories,81.68,4,16.336,24/03/21,343.056,Cash,326.72,9.1"
"122-61-9553,Ikoyi,Lagos,Normal,Female,Electronic accessories,51.32,9,23.094,24/02/20,484.974,Cash,461.88,5.6"
"468-88-0009,Trans Amadi,Portharcourt,Member,Male,Home and lifestyle,65.94,4,13.188,24/03/05,276.948,Cash,263.76,6"
"613-59-9758,Ikoyi,Lagos,Normal,Female,Sports and travel,14.36,10,7.18,24/01/14,150.78,Cash,143.6,5.4"
"254-31-0042,Trans Amadi,Portharcourt,Member,Male,Electronic accessories,21.5,9,9.675,24/01/21,203.175,Credit card,193.5,7.8"
"201-86-2184, Ugbowo,Benin,Member,Female,Electronic accessories,26.26,7,9.191,24/01/26,193.011,Cash,183.82,9.9"
"261-12-8671, Ugbowo,Benin,Normal,Female,Fashion accessories,60.96,2,6.096,24/02/29,128.016,Credit card,121.92,4.9"
"730-70-9830,Ikoyi,Lagos,Normal,Female,Home and lifestyle,70.11,6,21.033,24/03/10,441.693,Ewallet,420.66,5.2"
"382-25-8917,Ikoyi,Lagos,Normal,Male,Fashion accessories,42.08,6,12.624,24/02/11,265.104,Cash,252.48,8.9"
"422-29-8786,Trans Amadi,Portharcourt,Normal,Female,Home and lifestyle,67.09,5,16.7725,24/03/07,352.2225,Credit card,335.45,9.1"
"667-23-5919,Trans Amadi,Portharcourt,Member,Female,Fashion accessories,96.7,5,24.175,24/04/05,507.675,Ewallet,483.5,7"
"843-01-4703, Ugbowo,Benin,Member,Female,Home and lifestyle,35.38,9,15.921,24/02/04,334.341,Credit card,318.42,9.6"
"743-88-1662,Ikoyi,Lagos,Normal,Male,Sports and travel,95.49,7,33.4215,24/04/04,701.8515,Ewallet,668.43,8.7"
"595-86-2894,Ikoyi,Lagos,Member,Male,Fashion accessories,96.98,4,19.396,24/04/05,407.316,Ewallet,387.92,9.4"
"182-69-8360, Ugbowo,Benin,Normal,Female,Electronic accessories,23.65,4,4.73,24/01/23,99.33,Credit card,94.6,4"
"289-15-7034,Trans Amadi,Portharcourt,Member,Male,Sports and travel,82.33,4,16.466,24/03/22,345.786,Credit card,329.32,7.5"
"462-78-5240,Ikoyi,Lagos,Normal,Female,Electronic accessories,26.61,2,2.661,24/01/26,55.881,Cash,53.22,4.2"
"868-52-7573, Ugbowo,Benin,Normal,Female,Food and beverages,99.69,5,24.9225,24/04/08,523.3725,Cash,498.45,9.9"
"153-58-4872,Ikoyi,Lagos,Member,Female,Food and beverages,74.89,4,14.978,24/03/14,314.538,Ewallet,299.56,4.2"
"662-72-2873,Trans Amadi,Portharcourt,Normal,Female,Food and beverages,40.94,5,10.235,24/02/09,214.935,Ewallet,204.7,9.9"
"525-88-7307, Ugbowo,Benin,Member,Male,Sports and travel,75.82,1,3.791,24/03/15,79.611,Cash,75.82,5.8"
"689-16-9784,Ikoyi,Lagos,Normal,Male,Food and beverages,46.77,6,14.031,24/02/15,294.651,Cash,280.62,6"
"725-56-0833,Trans Amadi,Portharcourt,Normal,Female,Health and beauty,32.32,10,16.16,24/02/01,339.36,Credit card,323.2,10"
"394-41-0748,Ikoyi,Lagos,Member,Female,Fashion accessories,54.07,9,24.3315,24/02/23,510.9615,Ewallet,486.63,9.5"
"596-42-3999, Ugbowo,Benin,Normal,Male,Food and beverages,18.22,7,6.377,24/01/18,133.917,Credit card,127.54,6.6"
"541-89-9860,Ikoyi,Lagos,Member,Female,Fashion accessories,80.48,3,12.072,24/03/20,253.512,Cash,241.44,8.1"
"173-82-9529, Ugbowo,Benin,Normal,Female,Fashion accessories,37.95,10,18.975,24/02/06,398.475,Cash,379.5,9.7"
"563-36-9814,Trans Amadi,Portharcourt,Member,Male,Electronic accessories,76.82,1,3.841,24/03/16,80.661,Ewallet,76.82,7.2"
"308-47-4913,Trans Amadi,Portharcourt,Member,Female,Sports and travel,52.26,10,26.13,24/02/21,548.73,Credit card,522.6,6.2"
"885-17-6250,Trans Amadi,Portharcourt,Normal,Female,Health and beauty,79.74,1,3.987,24/03/19,83.727,Ewallet,79.74,7.3"
"726-27-2396,Trans Amadi,Portharcourt,Normal,Female,Health and beauty,77.5,5,19.375,24/03/17,406.875,Ewallet,387.5,4.3"
"316-01-3952,Trans Amadi,Portharcourt,Normal,Female,Food and beverages,54.27,5,13.5675,24/02/23,284.9175,Ewallet,271.35,4.6"
"760-54-1821, Ugbowo,Benin,Normal,Male,Home and lifestyle,13.59,9,6.1155,24/01/13,128.4255,Cash,122.31,5.8"
"793-10-3222, Ugbowo,Benin,Member,Female,Health and beauty,41.06,6,12.318,24/02/10,258.678,Credit card,246.36,8.3"
"346-12-3257, Ugbowo,Benin,Member,Male,Electronic accessories,19.24,9,8.658,24/01/19,181.818,Cash,173.16,8"
"110-05-6330,Ikoyi,Lagos,Normal,Female,Food and beverages,39.43,6,11.829,24/02/08,248.409,Credit card,236.58,9.4"
"651-61-0874,Ikoyi,Lagos,Normal,Male,Home and lifestyle,46.22,4,9.244,24/02/15,194.124,Credit card,184.88,6.2"
"236-86-3015,Ikoyi,Lagos,Member,Male,Home and lifestyle,13.98,1,0.699,24/01/13,14.679,Ewallet,13.98,9.8"
